0x0000	0x00-1
0x04F0	0x5C0E
0x04F1	0x5C0F
0x04F2	0x5C11
0x04F3	0x5C16
0x04F4	0x5C1A
0x04F5	0x5C24
0x04F6	0x5C2C
0x04F7	0x5C31
0x04F8	0x5C37
0x04F9	0x5C38
0x04FA	0x5C3A
0x04FB	0x5C3C
0x04FC	0x5C40
0x04FD	0x5C41
0x04FE	0x5C3F
0x04FF	0x5C3E
0x0500	0x5C48
0x0501	0x5C45
0x0502	0x5C46
0x0503	0x5C4E
0x0504	0x5C4F
0x0505	0x5C4D
0x0506	0x5C4B
0x0507	0x5C51
0x0508	0x5C55
0x0509	0x5C50
0x050A	0x5C60
0x050B	0x5C5C
0x050C	0x5C62
0x050D	0x5C64
0x050E	0x5C65
0x050F	0x5C6C
0x0510	0x5C6F
0x0511	0x5C71
0x0512	0x5C79
0x0513	0x5C90
0x0514	0x5C91
0x0515	0x5C94
0x0516	0x5C8C
0x0517	0x5CB7
0x0518	0x5CA1
0x0519	0x5CB8
0x051A	0x5CA9
0x051B	0x5CAB
0x051C	0x5CB1
0x051D	0x5CB3
0x051E	0x5CD9
0x051F	0x5CED
0x0520	0x5CFD
0x0521	0x5CFB
0x0522	0x5CEA
0x0523	0x5CE8
0x0524	0x5CF0
0x0525	0x5CF6
0x0526	0x5D01
0x0527	0x5D07
0x0528	0x5D06
0x0529	0x5D0E
0x052A	0x5D1B
0x052B	0x5D16
0x052C	0x5D22
0x052D	0x5D11
0x052E	0x5D29
0x052F	0x5D14
0x0530	0x5D19
0x0531	0x5D4C
0x0532	0x5D50
0x0533	0x5D69
0x0534	0x5D84
0x0535	0x5D87
0x0536	0x5D9D
0x0537	0x5DBC
0x0538	0x5DBA
0x0539	0x5DBD
0x053A	0x5DCD
0x053B	0x5DD4
0x053C	0x5DD2
0x053D	0x5DD6
0x053E	0x5DDD
0x053F	0x5DDE
0x0540	0x5DE2
0x0541	0x5DE5
0x0542	0x5DE8
0x0543	0x5DE7
0x0544	0x5DE6
0x0545	0x5DEB
0x0546	0x5DEE
0x0547	0x5DF1
0x0548	0x5DF2
0x0549	0x5DF3
0x054A	0x5DF4
0x054B	0x5DF7
0x054C	0x5DFD
0x054D	0x5DFE
0x054E	0x5E02
0x054F	0x5E03
0x0550	0x5E06
0x0551	0x5E0C
0x0552	0x5E18
0x0553	0x5E1A
0x0554	0x5E16
0x0555	0x5E15
0x0556	0x5E1B
0x0557	0x5E11
0x0558	0x5E1D
0x0559	0x5E25
0x055A	0x5E2D
0x055B	0x5E2B
0x055C	0x5E38
0x055D	0x5E36
0x055E	0x5E33
0x055F	0x5E37
0x0560	0x5E45
0x0561	0x5E3D
0x0562	0x5E40
0x0563	0x5E4C
0x0564	0x5E5B
0x0565	0x5E63
0x0566	0x5E55
0x0567	0x5E57
0x0568	0x5E54
0x0569	0x5E62
0x056A	0x5E5F
0x056B	0x5E6B
0x056C	0x5E72
0x056D	0x5E73
0x056E	0x5E76
0x056F	0x5E74
0x0570	0x5E78
0x0571	0x5E79
0x0572	0x5E7B
0x0573	0x5E7C
0x0574	0x5E7D
0x0575	0x5E7E
0x0576	0x5E8F
0x0577	0x5E87
0x0578	0x5E8A
0x0579	0x5E9A
0x057A	0x5E97
0x057B	0x5E9C
0x057C	0x5E95
0x057D	0x5E96
0x057E	0x5EA0
0x057F	0x5EA6
0x0580	0x5EAB
0x0581	0x5EAD
0x0582	0x5EA7
0x0583	0x5EB7
0x0584	0x5EB8
0x0585	0x5EB6
0x0586	0x5EB5
0x0587	0x5EBE
0x0588	0x5ECA
0x0589	0x5EC1
0x058A	0x5EC2
0x058B	0x5EC9
0x058C	0x5EC8
0x058D	0x5ED3
0x058E	0x5ED6
0x058F	0x5EE2
0x0590	0x5EDA
0x0591	0x5EDF
0x0592	0x5EDD
0x0593	0x5EE3
0x0594	0x5EE0
0x0595	0x9F90
0x0596	0x5EEC
0x0597	0x5EF3
0x0598	0x5EF7
0x0599	0x5EF6
0x059A	0x5EFA
0x059B	0x5EFF
0x059C	0x5F01
0x059D	0x5F04
0x059E	0x5F08
0x059F	0x5F0A
0x05A0	0x5F0F
0x05A1	0x5F12
0x05A2	0x5F13
0x05A3	0x5F14
0x05A4	0x5F15
0x05A5	0x5F18
0x05A6	0x5F17
0x05A7	0x5F1B
0x05A8	0x5F1F
0x05A9	0x5F26
0x05AA	0x5F27
0x05AB	0x5F29
0x05AC	0x5F2D
0x05AD	0x5F31
0x05AE	0x5F35
0x05AF	0x5F37
0x05B0	0x5F3C
0x05B1	0x5F46
0x05B2	0x5F48
0x05B3	0x5F4C
0x05B4	0x5F4E
0x05B5	0x5F57
0x05B6	0x5F59
0x05B7	0x5F5E
0x05B8	0x5F64
0x05B9	0x5F62
0x05BA	0x5F65
0x05BB	0x5F6C
0x05BC	0x5F69
0x05BD	0x5F6B
0x05BE	0x5F6D
0x05BF	0x5F70
0x05C0	0x5F71
0x05C1	0x5F77
0x05C2	0x5F79
0x05C3	0x5F80
0x05C4	0x5F81
0x05C5	0x5F7F
0x05C6	0x5F7C
0x05C7	0x5F88
0x05C8	0x5F85
0x05C9	0x5F8A
0x05CA	0x5F8B
0x05CB	0x5F87
0x05CC	0x5F8C
0x05CD	0x5F92
0x05CE	0x5F91
0x05CF	0x5F90
0x05D0	0x5F97
0x05D1	0x5F99
0x05D2	0x5F9E
0x05D3	0x5F98
0x05D4	0x5FA1
0x05D5	0x5FA9
0x05D6	0x5FAA
0x05D7	0x5FA8
0x05D8	0x5FAC
0x05D9	0x5FAE
0x05DA	0x5FB9
0x05DB	0x5FB7
0x05DC	0x5FB5
0x05DD	0x5FBD
0x05DE	0x5FC3
0x05DF	0x5FC5
0x05E0	0x5FD9
0x05E1	0x5FD6
0x05E2	0x5FD8
0x05E3	0x5FCC
0x05E4	0x5FD7
0x05E5	0x5FCD
0x05E6	0x5FF1
0x05E7	0x5FEB
0x05E8	0x5FDD
0x05E9	0x5FE0
0x05EA	0x5FFD
0x05EB	0x5FF5
0x05EC	0x5FFF
0x05ED	0x600F
0x05EE	0x6014
0x05EF	0x602F
0x05F0	0x6035
0x05F1	0x6016
0x05F2	0x602A
0x05F3	0x6015
0x05F4	0x6021
0x05F5	0x6027
0x05F6	0x6012
0x05F7	0x601D
0x05F8	0x6020
0x05F9	0x6025
0x05FA	0x600E
0x05FB	0x6028
0x05FC	0x604D
0x05FD	0x6070
0x05FE	0x6068
0x05FF	0x6062
0x0600	0x6046
0x0601	0x6043
0x0602	0x606C
0x0603	0x606B
0x0604	0x606A
0x0605	0x6064
0x0606	0x6059
0x0607	0x6063
0x0608	0x6065
0x0609	0x6050
0x060A	0x6055
0x060B	0x606D
0x060C	0x6069
0x060D	0x606F
0x060E	0x6084
0x060F	0x609F
0x0610	0x609A
0x0611	0x608D
0x0612	0x6094
0x0613	0x608C
0x0614	0x6085
0x0615	0x6096
0x0616	0x607F
0x0617	0x60A3
0x0618	0x6089
0x0619	0x60A0
0x061A	0x60A8
0x061B	0x60CB
0x061C	0x60B4
0x061D	0x60E6
0x061E	0x60BD
0x061F	0x60C5
0x0620	0x60BB
0x0621	0x60B5
0x0622	0x60DC
0x0623	0x60BC
0x0624	0x60D8
0x0625	0x60D5
0x0626	0x60C6
0x0627	0x60DF
0x0628	0x60B8
0x0629	0x60DA
0x062A	0x60D1
0x062B	0x60E1
0x062C	0x60B2
0x062D	0x60B6
0x062E	0x60E0
0x062F	0x611C
0x0630	0x6123
0x0631	0x60FA
0x0632	0x6115
0x0633	0x60F0
0x0634	0x60FB
0x0635	0x60F4
0x0636	0x6168
0x0637	0x60F1
0x0638	0x610E
0x0639	0x60F6
0x063A	0x6109
0x063B	0x6100
0x063C	0x611A
0x063D	0x610F
0x063E	0x6148
0x063F	0x611F
0x0640	0x60F3
0x0641	0x611B
0x0642	0x60F9
0x0643	0x6101
0x0644	0x6108
0x0645	0x614E
0x0646	0x614C
0x0647	0x6144
0x0648	0x614D
0x0649	0x613E
0x064A	0x6134
0x064B	0x6127
0x064C	0x6147
0x064D	0x613F
0x064E	0x614B
0x064F	0x6177
0x0650	0x6162
0x0651	0x6163
0x0652	0x615F
0x0653	0x615A
0x0654	0x6158
0x0655	0x6176
0x0656	0x6167
0x0657	0x616E
0x0658	0x615D
0x0659	0x6155
0x065A	0x6182
0x065B	0x617C
0x065C	0x6170
0x065D	0x616B
0x065E	0x617E
0x065F	0x61A7
0x0660	0x6190
0x0661	0x61AB
0x0662	0x618E
0x0663	0x61AC
0x0664	0x619A
0x0665	0x61A4
0x0666	0x6194
0x0667	0x61B2
0x0668	0x6191
0x0669	0x61A9
0x066A	0x618A
0x066B	0x61CD
0x066C	0x61B6
0x066D	0x61BE
0x066E	0x61C2
0x066F	0x61CA
0x0670	0x61C8
0x0671	0x61C9
0x0672	0x61C7
0x0673	0x61E6
0x0674	0x61E3
0x0675	0x61F2
0x0676	0x61F7
0x0677	0x61F6
0x0678	0x61F5
0x0679	0x61F8
0x067A	0x61FA
0x067B	0x61FC
0x067C	0x61FE
0x067D	0x61FF
0x067E	0x6200
0x067F	0x6208
0x0680	0x620A
0x0681	0x620E
0x0682	0x620C
0x0683	0x620D
0x0684	0x6210
0x0685	0x6212
0x0686	0x6211
0x0687	0x6216
0x0688	0x6215
0x0689	0x621A
0x068A	0x621B
0x068B	0x621F
0x068C	0x6221
0x068D	0x6222
0x068E	0x622A
0x068F	0x622E
0x0690	0x6230
0x0691	0x6232
0x0692	0x6234
0x0693	0x6233
0x0694	0x6236
0x0695	0x623F
0x0696	0x623E
0x0697	0x6240
0x0698	0x6241
0x0699	0x6247
0x069A	0x6248
0x069B	0x6249
0x069C	0x624B
0x069D	0x624D
0x069E	0x624E
0x069F	0x6253
0x06A0	0x6254
0x06A1	0x6252
0x06A2	0x6263
0x06A3	0x625B
0x06A4	0x6258
0x06A5	0x6284
0x06A6	0x6297
0x06A7	0x6296
0x06A8	0x6280
0x06A9	0x6276
0x06AA	0x6289
0x06AB	0x626D
0x06AC	0x628A
0x06AD	0x627C
0x06AE	0x627E
0x06AF	0x6279
0x06B0	0x6273
0x06B1	0x6292
0x06B2	0x626F
0x06B3	0x6298
0x06B4	0x626E
0x06B5	0x6295
0x06B6	0x6293
0x06B7	0x6291
0x06B8	0x627F
0x06B9	0x62C9
0x06BA	0x62CC
0x06BB	0x62C4
0x06BC	0x62BF
0x06BD	0x62C2
0x06BE	0x62B9
0x06BF	0x62D2
0x06C0	0x62DB
0x06C1	0x62AB
0x06C2	0x62D3
0x06C3	0x62D4
0x06C4	0x62CB
0x06C5	0x62C8
0x06C6	0x62A8
0x06C7	0x62BD
0x06C8	0x62BC
0x06C9	0x62D0
0x06CA	0x62D9
0x06CB	0x62C7
0x06CC	0x62CD
0x06CD	0x62B5
0x06CE	0x62DA
0x06CF	0x62B1
0x06D0	0x62D8
0x06D1	0x62D6
0x06D2	0x62D7
0x06D3	0x62C6
0x06D4	0x62AC
0x06D5	0x62CE
0x06D6	0x62DC
0x06D7	0x6316
0x06D8	0x6309
0x06D9	0x62FC
0x06DA	0x62ED
0x06DB	0x6301
0x06DC	0x62EE
0x06DD	0x62FD
0x06DE	0x6307
0x06DF	0x62F1
0x06E0	0x62F7
0x06E1	0x62EF
0x06E2	0x62EC
0x06E3	0x62FE
0x06E4	0x62F4
0x06E5	0x6311
0x06E6	0x62F3
0x06E7	0x6308
0x06E8	0x62FF
0x06E9	0x634E
0x06EA	0x633E
0x06EB	0x632F
0x06EC	0x6355
0x06ED	0x6342
0x06EE	0x6346
0x06EF	0x634F
0x06F0	0x6349
0x06F1	0x633A
0x06F2	0x6350
0x06F3	0x633D
0x06F4	0x632A
0x06F5	0x632B
0x06F6	0x6328
0x06F7	0x63A0
0x06F8	0x63A7
0x06F9	0x6372
0x06FA	0x6396
0x06FB	0x63A2
0x06FC	0x63A5
0x06FD	0x6377
0x06FE	0x6367
0x06FF	0x6398
0x0700	0x63AA
0x0701	0x6371
0x0702	0x63A9
0x0703	0x6389
0x0704	0x6383
0x0705	0x639B
0x0706	0x636B
0x0707	0x63A8
0x0708	0x6384
0x0709	0x6388
0x070A	0x6399
0x070B	0x63A1
0x070C	0x63AC
0x070D	0x6392
0x070E	0x638F
0x070F	0x6380
0x0710	0x637B
0x0711	0x6369
0x0712	0x6368
0x0713	0x63A3
0x0714	0x638C
0x0715	0x63CF
0x0716	0x63C0
0x0717	0x63E9
0x0718	0x63C9
0x0719	0x63C6
0x071A	0x63CD
0x071B	0x63D2
0x071C	0x63E3
0x071D	0x63D0
0x071E	0x63E1
0x071F	0x63D6
0x0720	0x63ED
0x0721	0x63EE
0x0722	0x6376
0x0723	0x63F4
0x0724	0x63EA
0x0725	0x63DB
0x0726	0x6452
0x0727	0x63DA
0x0728	0x6413
0x0729	0x643E
0x072A	0x641E
0x072B	0x642A
0x072C	0x642D
0x072D	0x643D
0x072E	0x642C
0x072F	0x640F
0x0730	0x641C
0x0731	0x6414
0x0732	0x640D
0x0733	0x6436
0x0734	0x6416
0x0735	0x6417
0x0736	0x6487
0x0737	0x6458
0x0738	0x6454
0x0739	0x64A4
0x073A	0x6478
0x073B	0x645F
0x073C	0x647A
0x073D	0x6451
0x073E	0x6467
0x073F	0x6469
0x0740	0x646F
0x0741	0x6479
0x0742	0x649E
0x0743	0x64B2
0x0744	0x6488
0x0745	0x6490
0x0746	0x64B0
0x0747	0x64A5
0x0748	0x6493
0x0749	0x6495
0x074A	0x64A9
0x074B	0x6492
0x074C	0x64AE
0x074D	0x64AD
0x074E	0x64AB
0x074F	0x649A
0x0750	0x64AC
0x0751	0x64C5
0x0752	0x64C1
0x0753	0x64CB
0x0754	0x64BB
0x0755	0x64BC
0x0756	0x64DA
0x0757	0x64C4
0x0758	0x64C7
0x0759	0x64C2
0x075A	0x64CD
0x075B	0x64BF
0x075C	0x64D2
0x075D	0x64D4
0x075E	0x64CE
0x075F	0x64CA
0x0760	0x64D8
0x0761	0x64E0
0x0762	0x64F0
0x0763	0x64E6
0x0764	0x64EC
0x0765	0x64F1
0x0766	0x64F4
0x0767	0x64F2
0x0768	0x64FE
0x0769	0x6506
0x076A	0x64FA
0x076B	0x64FB
0x076C	0x6500
0x076D	0x650F
0x076E	0x6518
0x076F	0x6514
0x0770	0x6519
0x0771	0x651D
0x0772	0x651C
0x0773	0x6524
0x0774	0x6523
0x0775	0x652B
0x0776	0x652A
0x0777	0x652C
0x0778	0x652F
0x0779	0x6536
0x077A	0x6539
0x077B	0x653B
0x077C	0x653E
0x077D	0x653F
0x077E	0x6545
0x077F	0x6548
0x0780	0x655D
0x0781	0x6556
0x0782	0x6551
0x0783	0x6559
0x0784	0x6557
0x0785	0x555F
0x0786	0x654F
0x0787	0x6558
0x0788	0x655E
0x0789	0x6566
0x078A	0x6562
0x078B	0x6563
0x078C	0x656C
0x078D	0x6572
0x078E	0x6575
0x078F	0x6577
0x0790	0x6578
0x0791	0x6574
0x0792	0x6582
0x0793	0x6583
0x0794	0x6587
0x0795	0x6591
0x0796	0x6590
0x0797	0x6597
0x0798	0x6599
0x0799	0x659C
0x079A	0x659F
0x079B	0x65A1
0x079C	0x65A4
0x079D	0x65A5
0x079E	0x65A7
0x079F	0x65AB
0x07A0	0x65AC
0x07A1	0x65AF
0x07A2	0x65B0
0x07A3	0x65B7
0x07A4	0x65B9
0x07A5	0x65BC
0x07A6	0x65BD
0x07A7	0x65C1
0x07A8	0x65C5
0x07A9	0x65CF
0x07AA	0x65CB
0x07AB	0x65CC
0x07AC	0x65CE
0x07AD	0x65D7
0x07AE	0x65D6
0x07AF	0x65E2
0x07B0	0x65E5
0x07B1	0x65E6
0x07B2	0x65E9
0x07B3	0x65E8
0x07B4	0x65EC
0x07B5	0x65ED
0x07B6	0x65F1
0x07B7	0x65FA
0x07B8	0x6614
0x07B9	0x6613
0x07BA	0x660C
0x07BB	0x6606
0x07BC	0x6602
0x07BD	0x660E
0x07BE	0x6600
0x07BF	0x660F
0x07C0	0x6625
0x07C1	0x662D
0x07C2	0x6620
0x07C3	0x6627
0x07C4	0x662F
0x07C5	0x661F
0x07C6	0x6628
0x07C7	0x6642
0x07C8	0x6649
0x07C9	0x664F
0x07CA	0x6643
0x07CB	0x6652
0x07CC	0x664C
0x07CD	0x665D
0x07CE	0x665A
0x07CF	0x6664
0x07D0	0x6668
0x07D1	0x6666
0x07D2	0x666E
0x07D3	0x6670
0x07D4	0x6674
0x07D5	0x6676
0x07D6	0x666F
0x07D7	0x6691
0x07D8	0x667A
0x07D9	0x6697
0x07DA	0x6689
0x07DB	0x6687
0x07DC	0x6688
0x07DD	0x6696
0x07DE	0x66A2
0x07DF	0x66A8
0x07E0	0x66AE
0x07E1	0x66AB
0x07E2	0x66B4
0x07E3	0x66C6
0x07E4	0x66C9
0x07E5	0x66B9
0x07E6	0x66D9
0x07E7	0x66D6
0x07E8	0x66E0
0x07E9	0x66DD
0x07EA	0x66E6
0x07EB	0x66F0
0x07EC	0x66F2
0x07ED	0x66F3
0x07EE	0x66F4
0x07EF	0x66F7
0x07F0	0x66F8
0x07F1	0x66F9
0x07F2	0x52D7
0x07F3	0x66FE
0x07F4	0x66FF
0x07F5	0x6703
0x07F6	0x6708
0x07F7	0x6709
0x07F8	0x670D
0x07F9	0x670B
0x07FA	0x6714
0x07FB	0x6715
0x07FC	0x6717
0x07FD	0x671B
0x07FE	0x671F
0x07FF	0x671D
0x0800	0x6726
0x0801	0x6727
0x0802	0x6728
0x0803	0x672E
0x0804	0x672C
0x0805	0x672A
0x0806	0x672B
0x0807	0x672D
0x0808	0x673D
0x0809	0x6734
0x080A	0x6731
0x080B	0x6735
0x080C	0x675F
0x080D	0x674E
0x080E	0x674F
0x080F	0x6750
0x0810	0x6751
0x0811	0x675C
0x0812	0x6756
0x0813	0x675E
0x0814	0x6749
0x0815	0x676D
0x0816	0x678B
0x0817	0x6795
0x0818	0x6771
0x0819	0x679C
0x081A	0x6773
0x081B	0x6777
0x081C	0x6787
0x081D	0x679D
0x081E	0x6797
0x081F	0x676F
0x0820	0x6770
0x0821	0x677F
0x0822	0x6789
0x0823	0x677E
0x0824	0x6790
0x0825	0x6775
0x0826	0x679A
0x0827	0x67FF
0x0828	0x67D3
0x0829	0x67F1
0x082A	0x67D4
0x082B	0x67D0
0x082C	0x67EC
0x082D	0x67B6
0x082E	0x67AF
0x082F	0x67F5
0x0830	0x67E9
0x0831	0x67EF
0x0832	0x67C4
0x0833	0x67D1
0x0834	0x67B4
0x0835	0x67DA
0x0836	0x67E5
0x0837	0x67B8
0x0838	0x67CF
0x0839	0x67DE
0x083A	0x67F3
0x083B	0x6821
0x083C	0x6838
0x083D	0x6848
0x083E	0x6846
0x083F	0x6853
0x0840	0x6839
0x0841	0x6842
0x0842	0x6854
0x0843	0x6829
0x0844	0x68B3
0x0845	0x6817
0x0846	0x684C
0x0847	0x6851
0x0848	0x683D
0x0849	0x67F4
0x084A	0x6850
0x084B	0x6840
0x084C	0x683C
0x084D	0x6843
0x084E	0x682A
0x084F	0x6845
0x0850	0x6813
0x0851	0x6881
0x0852	0x68AF
0x0853	0x68A2
0x0854	0x6893
0x0855	0x68B5
0x0856	0x687F
0x0857	0x6876
0x0858	0x68B1
0x0859	0x68A7
0x085A	0x6897
0x085B	0x68B0
0x085C	0x6883
0x085D	0x68C4
0x085E	0x68AD
0x085F	0x6886
0x0860	0x6885
0x0861	0x6894
0x0862	0x689D
0x0863	0x68A8
0x0864	0x689F
0x0865	0x68FA
0x0866	0x68D5
0x0867	0x68E0
0x0868	0x68D8
0x0869	0x68D7
0x086A	0x6905
0x086B	0x68DF
0x086C	0x68F5
0x086D	0x68EE
0x086E	0x68E7
0x086F	0x68F9
0x0870	0x68D2
0x0871	0x68F2
0x0872	0x68E3
0x0873	0x68CB
0x0874	0x68CD
0x0875	0x690D
0x0876	0x6912
0x0877	0x690E
0x0878	0x68C9
0x0879	0x68DA
0x087A	0x6994
0x087B	0x696D
0x087C	0x695A
0x087D	0x6977
0x087E	0x6960
0x087F	0x6954
0x0880	0x6975
0x0881	0x6930
0x0882	0x6982
0x0883	0x694A
0x0884	0x6968
0x0885	0x696B
0x0886	0x695E
0x0887	0x6953
0x0888	0x6979
0x0889	0x6986
0x088A	0x699C
0x088B	0x69A8
0x088C	0x6995
0x088D	0x69C1
0x088E	0x69AE
0x088F	0x69D3
0x0890	0x69CB
0x0891	0x699B
0x0892	0x69B7
0x0893	0x69BB
0x0894	0x69AB
0x0895	0x69B4
0x0896	0x69D0
0x0897	0x69CD
0x0898	0x69AD
0x0899	0x69CC
0x089A	0x6A23
0x089B	0x6A1F
0x089C	0x69E8
0x089D	0x6A01
0x089E	0x6A1E
0x089F	0x6A19
0x08A0	0x69FD
0x08A1	0x6A21
0x08A2	0x6A13
0x08A3	0x6A0A
0x08A4	0x69F3
0x08A5	0x6A02
0x08A6	0x6A05
0x08A7	0x6A3D
0x08A8	0x6A38
0x08A9	0x6A3A
0x08AA	0x6A59
0x08AB	0x6A6B
0x08AC	0x6A58
0x08AD	0x6A39
0x08AE	0x6A44
0x08AF	0x6A62
0x08B0	0x6A61
0x08B1	0x6A4B
0x08B2	0x6A47
0x08B3	0x6A35
0x08B4	0x6A5F
0x08B5	0x6A80
0x08B6	0x6A94
0x08B7	0x6A84
0x08B8	0x6AA2
0x08B9	0x6A9C
0x08BA	0x6ADB
0x08BB	0x6AB3
0x08BC	0x6AAC
0x08BD	0x6AC3
0x08BE	0x6ABB
0x08BF	0x6AB8
0x08C0	0x6AC2
0x08C1	0x6AE5
0x08C2	0x6ADD
0x08C3	0x6ADA
0x08C4	0x6AD3
0x08C5	0x6AFB
0x08C6	0x6B04
0x08C7	0x6B0A
0x08C8	0x6B16
0x08C9	0x6B20
0x08CA	0x6B21
0x08CB	0x6B23
0x08CC	0x6B32
0x08CD	0x6B3E
0x08CE	0x6B3A
0x08CF	0x6B3D
0x08D0	0x6B47
0x08D1	0x6B49
0x08D2	0x6B4C
0x08D3	0x6B50
0x08D4	0x6B59
0x08D5	0x6B5F
0x08D6	0x6B61
0x08D7	0x6B62
0x08D8	0x6B63
0x08D9	0x6B64
0x08DA	0x6B65
0x08DB	0x6B66
0x08DC	0x6B67
0x08DD	0x6B6A
0x08DE	0x6B72
0x08DF	0x6B77
0x08E0	0x6B78
0x08E1	0x6B79
0x08E2	0x6B7B
0x08E3	0x6B7F
0x08E4	0x6B83
0x08E5	0x6B86
0x08E6	0x6B8A
0x08E7	0x6B89
0x08E8	0x6B98
0x08E9	0x6B96
0x08EA	0x6BA4
0x08EB	0x6BAE
0x08EC	0x6BAF
0x08ED	0x6BB2
0x08EE	0x6BB5
0x08EF	0x6BB7
0x08F0	0x6BBA
0x08F1	0x6BBC
0x08F2	0x6BC0
0x08F3	0x6BBF
0x08F4	0x6BC5
0x08F5	0x6BC6
0x08F6	0x6BCB
0x08F7	0x6BCD
0x08F8	0x6BCF
0x08F9	0x6BD2
0x08FA	0x6BD3
0x08FB	0x6BD4
0x08FC	0x6BD7
0x08FD	0x6BDB
0x08FE	0x6BEB
0x08FF	0x6BEF
0x0900	0x6BFD
0x0901	0x6C0F
0x0902	0x6C11
0x0903	0x6C10
0x0904	0x6C13
0x0905	0x6C16
0x0906	0x6C1B
0x0907	0x6C1F
0x0908	0x6C23
0x0909	0x6C27
0x090A	0x6C28
0x090B	0x6C26
0x090C	0x6C24
0x090D	0x6C2B
0x090E	0x6C2E
0x090F	0x6C2F
0x0910	0x6C33
0x0911	0x6C34
0x0912	0x6C38
0x0913	0x6C41
0x0914	0x6C40
0x0915	0x6C3E
0x0916	0x6C42
0x0917	0x6C5D
0x0918	0x6C57
0x0919	0x6C59
0x091A	0x6C5F
0x091B	0x6C60
0x091C	0x6C50
0x091D	0x6C55
0x091E	0x6C5E
0x091F	0x6C99
0x0920	0x6C81
0x0921	0x6C88
0x0922	0x6C89
0x0923	0x6C85
0x0924	0x6C9B
0x0925	0x6C6A
0x0926	0x6C7A
0x0927	0x6C90
0x0928	0x6C70
0x0929	0x6C8C
0x092A	0x6C69
0x092B	0x6C96
0x092C	0x6C92
0x092D	0x6C7D
0x092E	0x6C83
0x092F	0x6C72
0x0930	0x6C7E
0x0931	0x6CE3
0x0932	0x6CE8
0x0933	0x6CF3
0x0934	0x6CB1
0x0935	0x6CCC
0x0936	0x6CE5
0x0937	0x6CB3
0x0938	0x6CBD
0x0939	0x6CBE
0x093A	0x6CBC
0x093B	0x6CE2
0x093C	0x6CAB
0x093D	0x6CD5
0x093E	0x6CD3
0x093F	0x6CB8
0x0940	0x6CC4
0x0941	0x6CB9
0x0942	0x6CC1
0x0943	0x6CAE
0x0944	0x6CD7
0x0945	0x6CC5
0x0946	0x6CF1
0x0947	0x6CBF
0x0948	0x6CBB
0x0949	0x6CE1
0x094A	0x6CDB
0x094B	0x6CCA
0x094C	0x6CC9
0x094D	0x6CF0
0x094E	0x6D0B
0x094F	0x6D32
0x0950	0x6D2A
0x0951	0x6D41
0x0952	0x6D25
0x0953	0x6D0C
0x0954	0x6D31
0x0955	0x6D1E
0x0956	0x6D17
0x0957	0x6D3B
0x0958	0x6D3D
0x0959	0x6D3E
0x095A	0x6D36
0x095B	0x6D1B
0x095C	0x6D6A
0x095D	0x6D95
0x095E	0x6D88
0x095F	0x6D87
0x0960	0x6D66
0x0961	0x6D78
0x0962	0x6D77
0x0963	0x6D59
0x0964	0x6D93
0x0965	0x6D6C
0x0966	0x6D89
0x0967	0x6D6E
0x0968	0x6D5A
0x0969	0x6D74
0x096A	0x6D69
0x096B	0x6D8E
0x096C	0x6DBC
0x096D	0x6DF3
0x096E	0x6DD9
0x096F	0x6DB2
0x0970	0x6DE1
0x0971	0x6DCC
0x0972	0x6DE4
0x0973	0x6DFB
0x0974	0x6DFA
0x0975	0x6E05
0x0976	0x6DC7
0x0977	0x6DCB
0x0978	0x6DAF
0x0979	0x6DD1
0x097A	0x6DAE
0x097B	0x6DDE
0x097C	0x6DF9
0x097D	0x6DB8
0x097E	0x6DF7
0x097F	0x6DF5
0x0980	0x6DC5
0x0981	0x6DD2
0x0982	0x6E1A
0x0983	0x6DB5
0x0984	0x6DDA
0x0985	0x6DEB
0x0986	0x6DD8
0x0987	0x6DEA
0x0988	0x6DF1
0x0989	0x6DEE
0x098A	0x6DE8
0x098B	0x6DC6
0x098C	0x6DC4
0x098D	0x6E2F
0x098E	0x6E38
0x098F	0x6E54
0x0990	0x6E21
0x0991	0x6E32
0x0992	0x6E67
0x0993	0x6E4A
0x0994	0x6E20
0x0995	0x6E25
0x0996	0x6E23
0x0997	0x6E1B
0x0998	0x6E5B
0x0999	0x6E58
0x099A	0x6E24
0x099B	0x6E56
0x099C	0x6E6E
0x099D	0x6E2D
0x099E	0x6E26
0x099F	0x6E6F
0x09A0	0x6E34
0x09A1	0x6E4D
0x09A2	0x6E3A
0x09A3	0x6E2C
0x09A4	0x6E43
0x09A5	0x6E1D
0x09A6	0x6E3E
0x09A7	0x6ECB
0x09A8	0x6E89
0x09A9	0x6E19
0x09AA	0x6EA2
0x09AB	0x6EAF
0x09AC	0x6ED3
0x09AD	0x6EB6
0x09AE	0x6EC2
0x09AF	0x6E90
0x09B0	0x6E9D
0x09B1	0x6EC7
0x09B2	0x6EC5
0x09B3	0x6EA5
0x09B4	0x6E98
0x09B5	0x6EBC
0x09B6	0x6EBA
0x09B7	0x6EAB
0x09B8	0x6ED1
0x09B9	0x6E96
0x09BA	0x6E9C
0x09BB	0x6EC4
0x09BC	0x6ED4
0x09BD	0x6EAA
0x09BE	0x6F33
0x09BF	0x6F14
0x09C0	0x6EFE
0x09C1	0x6F13
0x09C2	0x6EF4
0x09C3	0x6F29
0x09C4	0x6F3E
0x09C5	0x6F20
0x09C6	0x6F2C
