0x0000	0x00-1
0x09C7	0x6F0F
0x09C8	0x6F02
0x09C9	0x6F22
0x09CA	0x6EFF
0x09CB	0x6EEF
0x09CC	0x6F06
0x09CD	0x6F31
0x09CE	0x6F38
0x09CF	0x6F32
0x09D0	0x6F23
0x09D1	0x6F15
0x09D2	0x6F2B
0x09D3	0x6F2F
0x09D4	0x6F88
0x09D5	0x6F2A
0x09D6	0x6EEC
0x09D7	0x6F01
0x09D8	0x6EF2
0x09D9	0x6ECC
0x09DA	0x6F3F
0x09DB	0x6F7C
0x09DC	0x6F84
0x09DD	0x6F51
0x09DE	0x6F66
0x09DF	0x6F54
0x09E0	0x6F86
0x09E1	0x6F6D
0x09E2	0x6F5B
0x09E3	0x6F78
0x09E4	0x6F6E
0x09E5	0x6F8E
0x09E6	0x6F7A
0x09E7	0x6F70
0x09E8	0x6F64
0x09E9	0x6F97
0x09EA	0x6F58
0x09EB	0x6FC2
0x09EC	0x6FB1
0x09ED	0x6FA1
0x09EE	0x6FC3
0x09EF	0x6FA4
0x09F0	0x6FC1
0x09F1	0x6FA7
0x09F2	0x6FB3
0x09F3	0x6FC0
0x09F4	0x6FB9
0x09F5	0x6FD8
0x09F6	0x6FF1
0x09F7	0x6FDF
0x09F8	0x6FE0
0x09F9	0x6FDB
0x09FA	0x6FE4
0x09FB	0x6FEB
0x09FC	0x6FEF
0x09FD	0x6F80
0x09FE	0x6FEC
0x09FF	0x6FE1
0x0A00	0x7009
0x0A01	0x700B
0x0A02	0x6FFE
0x0A03	0x7006
0x0A04	0x6FFA
0x0A05	0x7011
0x0A06	0x700F
0x0A07	0x701B
0x0A08	0x701F
0x0A09	0x7028
0x0A0A	0x701A
0x0A0B	0x701D
0x0A0C	0x7015
0x0A0D	0x703E
0x0A0E	0x7030
0x0A0F	0x704C
0x0A10	0x7051
0x0A11	0x7058
0x0A12	0x7063
0x0A13	0x7064
0x0A14	0x706B
0x0A15	0x7070
0x0A16	0x7076
0x0A17	0x707C
0x0A18	0x707D
0x0A19	0x7078
0x0A1A	0x7095
0x0A1B	0x708E
0x0A1C	0x7092
0x0A1D	0x708A
0x0A1E	0x7099
0x0A1F	0x70AB
0x0A20	0x70BA
0x0A21	0x70B3
0x0A22	0x70AC
0x0A23	0x70AF
0x0A24	0x70AD
0x0A25	0x70B8
0x0A26	0x70AE
0x0A27	0x70CA
0x0A28	0x70D8
0x0A29	0x70E4
0x0A2A	0x70D9
0x0A2B	0x70C8
0x0A2C	0x70CF
0x0A2D	0x70F9
0x0A2E	0x7109
0x0A2F	0x710A
0x0A30	0x70FD
0x0A31	0x7119
0x0A32	0x711A
0x0A33	0x7126
0x0A34	0x7130
0x0A35	0x7121
0x0A36	0x7136
0x0A37	0x716E
0x0A38	0x714E
0x0A39	0x7159
0x0A3A	0x7169
0x0A3B	0x7164
0x0A3C	0x7149
0x0A3D	0x7167
0x0A3E	0x715C
0x0A3F	0x716C
0x0A40	0x7166
0x0A41	0x714C
0x0A42	0x7165
0x0A43	0x715E
0x0A44	0x7194
0x0A45	0x7199
0x0A46	0x717D
0x0A47	0x718A
0x0A48	0x7184
0x0A49	0x719F
0x0A4A	0x71AC
0x0A4B	0x71B1
0x0A4C	0x71A8
0x0A4D	0x71BE
0x0A4E	0x71C9
0x0A4F	0x71D0
0x0A50	0x71D2
0x0A51	0x71C8
0x0A52	0x71D5
0x0A53	0x71B9
0x0A54	0x71CE
0x0A55	0x71D9
0x0A56	0x71DC
0x0A57	0x71C3
0x0A58	0x71C4
0x0A59	0x71E7
0x0A5A	0x71DF
0x0A5B	0x71EE
0x0A5C	0x71E6
0x0A5D	0x71E5
0x0A5E	0x71ED
0x0A5F	0x71EC
0x0A60	0x71F4
0x0A61	0x71FB
0x0A62	0x7206
0x0A63	0x720D
0x0A64	0x7210
0x0A65	0x721B
0x0A66	0x7228
0x0A67	0x722A
0x0A68	0x722C
0x0A69	0x722D
0x0A6A	0x7230
0x0A6B	0x7235
0x0A6C	0x7236
0x0A6D	0x7238
0x0A6E	0x7239
0x0A6F	0x723A
0x0A70	0x723B
0x0A71	0x723D
0x0A72	0x723E
0x0A73	0x7246
0x0A74	0x7247
0x0A75	0x7248
0x0A76	0x724C
0x0A77	0x7252
0x0A78	0x7256
0x0A79	0x7258
0x0A7A	0x7259
0x0A7B	0x725B
0x0A7C	0x725F
0x0A7D	0x725D
0x0A7E	0x7262
0x0A7F	0x7261
0x0A80	0x7260
0x0A81	0x7267
0x0A82	0x7269
0x0A83	0x7272
0x0A84	0x726F
0x0A85	0x7274
0x0A86	0x7279
0x0A87	0x727D
0x0A88	0x7281
0x0A89	0x7284
0x0A8A	0x7280
0x0A8B	0x7292
0x0A8C	0x7296
0x0A8D	0x729B
0x0A8E	0x72A2
0x0A8F	0x72A7
0x0A90	0x72AC
0x0A91	0x72AF
0x0A92	0x72C4
0x0A93	0x72C2
0x0A94	0x72C0
0x0A95	0x72CE
0x0A96	0x72D9
0x0A97	0x72D7
0x0A98	0x72D0
0x0A99	0x72E9
0x0A9A	0x72E0
0x0A9B	0x72E1
0x0A9C	0x72FC
0x0A9D	0x72F9
0x0A9E	0x72FD
0x0A9F	0x72F8
0x0AA0	0x72F7
0x0AA1	0x731C
0x0AA2	0x731B
0x0AA3	0x7316
0x0AA4	0x7313
0x0AA5	0x7319
0x0AA6	0x7336
0x0AA7	0x7325
0x0AA8	0x7334
0x0AA9	0x7329
0x0AAA	0x7337
0x0AAB	0x7345
0x0AAC	0x733F
0x0AAD	0x733E
0x0AAE	0x7344
0x0AAF	0x7350
0x0AB0	0x734E
0x0AB1	0x7357
0x0AB2	0x7368
0x0AB3	0x7370
0x0AB4	0x7372
0x0AB5	0x7377
0x0AB6	0x7375
0x0AB7	0x7378
0x0AB8	0x737A
0x0AB9	0x737B
0x0ABA	0x7380
0x0ABB	0x7384
0x0ABC	0x7387
0x0ABD	0x738B
0x0ABE	0x7389
0x0ABF	0x7396
0x0AC0	0x73A9
0x0AC1	0x73A8
0x0AC2	0x739F
0x0AC3	0x73AB
0x0AC4	0x73B7
0x0AC5	0x73CA
0x0AC6	0x73BB
0x0AC7	0x73B2
0x0AC8	0x73CD
0x0AC9	0x73C0
0x0ACA	0x73B3
0x0ACB	0x73ED
0x0ACC	0x7409
0x0ACD	0x73EE
0x0ACE	0x73E0
0x0ACF	0x7405
0x0AD0	0x740A
0x0AD1	0x7403
0x0AD2	0x7406
0x0AD3	0x73FE
0x0AD4	0x740D
0x0AD5	0x743A
0x0AD6	0x742A
0x0AD7	0x7433
0x0AD8	0x7422
0x0AD9	0x7425
0x0ADA	0x7435
0x0ADB	0x7436
0x0ADC	0x7434
0x0ADD	0x746F
0x0ADE	0x745A
0x0ADF	0x7455
0x0AE0	0x745F
0x0AE1	0x745E
0x0AE2	0x7441
0x0AE3	0x743F
0x0AE4	0x7459
0x0AE5	0x745B
0x0AE6	0x745C
0x0AE7	0x7464
0x0AE8	0x7463
0x0AE9	0x746A
0x0AEA	0x7470
0x0AEB	0x7469
0x0AEC	0x748B
0x0AED	0x7483
0x0AEE	0x749C
0x0AEF	0x74A3
0x0AF0	0x74A9
0x0AF1	0x74B0
0x0AF2	0x74A6
0x0AF3	0x74A7
0x0AF4	0x74BD
0x0AF5	0x74CA
0x0AF6	0x74CF
0x0AF7	0x74DC
0x0AF8	0x74E0
0x0AF9	0x74E2
0x0AFA	0x74E3
0x0AFB	0x74E6
0x0AFC	0x74F6
0x0AFD	0x74F7
0x0AFE	0x7504
0x0AFF	0x750C
0x0B00	0x7515
0x0B01	0x7518
0x0B02	0x751A
0x0B03	0x751C
0x0B04	0x751F
0x0B05	0x7522
0x0B06	0x7525
0x0B07	0x7526
0x0B08	0x7528
0x0B09	0x7529
0x0B0A	0x752C
0x0B0B	0x752B
0x0B0C	0x752D
0x0B0D	0x7530
0x0B0E	0x7531
0x0B0F	0x7532
0x0B10	0x7533
0x0B11	0x7537
0x0B12	0x7538
0x0B13	0x753D
0x0B14	0x754F
0x0B15	0x754C
0x0B16	0x7554
0x0B17	0x755D
0x0B18	0x755C
0x0B19	0x755A
0x0B1A	0x7559
0x0B1B	0x7565
0x0B1C	0x7566
0x0B1D	0x7562
0x0B1E	0x7570
0x0B1F	0x756B
0x0B20	0x756A
0x0B21	0x7576
0x0B22	0x7578
0x0B23	0x7587
0x0B24	0x7586
0x0B25	0x758A
0x0B26	0x758B
0x0B27	0x758F
0x0B28	0x7591
0x0B29	0x759D
0x0B2A	0x7599
0x0B2B	0x759A
0x0B2C	0x75AB
0x0B2D	0x75A4
0x0B2E	0x75A5
0x0B2F	0x75BE
0x0B30	0x75C5
0x0B31	0x75C7
0x0B32	0x75B2
0x0B33	0x75B3
0x0B34	0x75BD
0x0B35	0x75BC
0x0B36	0x75B9
0x0B37	0x75CA
0x0B38	0x75D4
0x0B39	0x75D5
0x0B3A	0x75B5
0x0B3B	0x75E2
0x0B3C	0x75DB
0x0B3D	0x75E3
0x0B3E	0x75D9
0x0B3F	0x75D8
0x0B40	0x75DE
0x0B41	0x7600
0x0B42	0x75F0
0x0B43	0x7601
0x0B44	0x75F2
0x0B45	0x75F1
0x0B46	0x75FA
0x0B47	0x75FF
0x0B48	0x75F4
0x0B49	0x7627
0x0B4A	0x760D
0x0B4B	0x760B
0x0B4C	0x7609
0x0B4D	0x7613
0x0B4E	0x7620
0x0B4F	0x7629
0x0B50	0x761F
0x0B51	0x7624
0x0B52	0x7626
0x0B53	0x7621
0x0B54	0x7634
0x0B55	0x7638
0x0B56	0x7646
0x0B57	0x7642
0x0B58	0x764C
0x0B59	0x7656
0x0B5A	0x7658
0x0B5B	0x7652
0x0B5C	0x7662
0x0B5D	0x7665
0x0B5E	0x7669
0x0B5F	0x766E
0x0B60	0x766C
0x0B61	0x7671
0x0B62	0x7672
0x0B63	0x7678
0x0B64	0x767B
0x0B65	0x767C
0x0B66	0x767D
0x0B67	0x767E
0x0B68	0x7682
0x0B69	0x7684
0x0B6A	0x7686
0x0B6B	0x7687
0x0B6C	0x7688
0x0B6D	0x768E
0x0B6E	0x7696
0x0B6F	0x7693
0x0B70	0x769A
0x0B71	0x76AE
0x0B72	0x76B0
0x0B73	0x76B4
0x0B74	0x76BA
0x0B75	0x76BF
0x0B76	0x76C2
0x0B77	0x76C8
0x0B78	0x76C6
0x0B79	0x76C3
0x0B7A	0x76CA
0x0B7B	0x76CD
0x0B7C	0x76CE
0x0B7D	0x76D4
0x0B7E	0x76D2
0x0B7F	0x76DB
0x0B80	0x76DC
0x0B81	0x76DE
0x0B82	0x76DF
0x0B83	0x76E1
0x0B84	0x76E3
0x0B85	0x76E4
0x0B86	0x76E7
0x0B87	0x76E5
0x0B88	0x76EA
0x0B89	0x76EE
0x0B8A	0x76EF
0x0B8B	0x76F2
0x0B8C	0x76F4
0x0B8D	0x7701
0x0B8E	0x76F9
0x0B8F	0x76F8
0x0B90	0x7709
0x0B91	0x770B
0x0B92	0x76FE
0x0B93	0x76FC
0x0B94	0x7729
0x0B95	0x771F
0x0B96	0x7720
0x0B97	0x7728
0x0B98	0x7737
0x0B99	0x773E
0x0B9A	0x773C
0x0B9B	0x7736
0x0B9C	0x7738
0x0B9D	0x773A
0x0B9E	0x774F
0x0B9F	0x775B
0x0BA0	0x776B
0x0BA1	0x7766
0x0BA2	0x775E
0x0BA3	0x7763
0x0BA4	0x7779
0x0BA5	0x776A
0x0BA6	0x776C
0x0BA7	0x775C
0x0BA8	0x7765
0x0BA9	0x7768
0x0BAA	0x7784
0x0BAB	0x777D
0x0BAC	0x777F
0x0BAD	0x7761
0x0BAE	0x778E
0x0BAF	0x7787
0x0BB0	0x778C
0x0BB1	0x7791
0x0BB2	0x77A0
0x0BB3	0x779E
0x0BB4	0x779F
0x0BB5	0x77A5
0x0BB6	0x77B3
0x0BB7	0x77AA
0x0BB8	0x77B0
0x0BB9	0x77AC
0x0BBA	0x77A7
0x0BBB	0x77AD
0x0BBC	0x77BD
0x0BBD	0x77BF
0x0BBE	0x77BB
0x0BBF	0x77C7
0x0BC0	0x77D3
0x0BC1	0x77D7
0x0BC2	0x77DA
0x0BC3	0x77DB
0x0BC4	0x77DC
0x0BC5	0x77E2
0x0BC6	0x77E3
0x0BC7	0x77E5
0x0BC8	0x77E9
0x0BC9	0x77ED
0x0BCA	0x77EE
0x0BCB	0x77EF
0x0BCC	0x77F3
0x0BCD	0x77FD
0x0BCE	0x7802
0x0BCF	0x7814
0x0BD0	0x780C
0x0BD1	0x780D
0x0BD2	0x7830
0x0BD3	0x7827
0x0BD4	0x7838
0x0BD5	0x781D
0x0BD6	0x7834
0x0BD7	0x7837
0x0BD8	0x7825
0x0BD9	0x782D
0x0BDA	0x786B
0x0BDB	0x7843
0x0BDC	0x785D
0x0BDD	0x786C
0x0BDE	0x786F
0x0BDF	0x788E
0x0BE0	0x78B0
0x0BE1	0x7897
0x0BE2	0x7898
0x0BE3	0x788C
0x0BE4	0x7889
0x0BE5	0x787C
0x0BE6	0x7891
0x0BE7	0x78C1
0x0BE8	0x789F
0x0BE9	0x78A7
0x0BEA	0x78B3
0x0BEB	0x78A9
0x0BEC	0x78CB
0x0BED	0x78C5
0x0BEE	0x78BA
0x0BEF	0x78CA
0x0BF0	0x78BE
0x0BF1	0x78D5
0x0BF2	0x78BC
0x0BF3	0x78D0
0x0BF4	0x78E8
0x0BF5	0x78DA
0x0BF6	0x78EC
0x0BF7	0x78F7
0x0BF8	0x78FA
0x0BF9	0x78F4
0x0BFA	0x78EF
0x0BFB	0x7901
0x0BFC	0x790E
0x0BFD	0x7919
0x0BFE	0x7926
0x0BFF	0x792A
0x0C00	0x792C
0x0C01	0x792B
0x0C02	0x793A
0x0C03	0x793E
0x0C04	0x7940
0x0C05	0x7941
0x0C06	0x7946
0x0C07	0x7949
0x0C08	0x7948
0x0C09	0x7947
0x0C0A	0x7955
0x0C0B	0x7950
0x0C0C	0x7960
0x0C0D	0x795F
0x0C0E	0x7956
0x0C0F	0x795E
0x0C10	0x795D
0x0C11	0x7957
0x0C12	0x795A
0x0C13	0x7965
0x0C14	0x7968
0x0C15	0x796D
0x0C16	0x797A
0x0C17	0x797F
0x0C18	0x7981
0x0C19	0x798E
0x0C1A	0x798F
0x0C1B	0x798D
0x0C1C	0x79A6
0x0C1D	0x79A7
0x0C1E	0x79AA
0x0C1F	0x79AE
0x0C20	0x79B1
0x0C21	0x79B9
0x0C22	0x842C
0x0C23	0x79BD
0x0C24	0x79BE
0x0C25	0x79C1
0x0C26	0x79C0
0x0C27	0x79BF
0x0C28	0x79C9
0x0C29	0x79D1
0x0C2A	0x79D2
0x0C2B	0x79CB
0x0C2C	0x79E4
0x0C2D	0x79E3
0x0C2E	0x79E7
0x0C2F	0x79DF
0x0C30	0x79E6
0x0C31	0x79E9
0x0C32	0x79FB
0x0C33	0x7A0D
0x0C34	0x7A08
0x0C35	0x7A0B
0x0C36	0x7A05
0x0C37	0x7A00
0x0C38	0x7A1C
0x0C39	0x7A1A
0x0C3A	0x7A20
0x0C3B	0x7A14
0x0C3C	0x7A1F
0x0C3D	0x7A2E
0x0C3E	0x7A31
0x0C3F	0x7A3F
0x0C40	0x7A3C
0x0C41	0x7A40
0x0C42	0x7A3D
0x0C43	0x7A37
0x0C44	0x7A3B
0x0C45	0x7A4D
0x0C46	0x7A4E
0x0C47	0x7A46
0x0C48	0x7A4C
0x0C49	0x7A57
0x0C4A	0x7A61
0x0C4B	0x7A62
0x0C4C	0x7A6B
0x0C4D	0x7A69
0x0C4E	0x7A74
0x0C4F	0x7A76
0x0C50	0x7A7A
0x0C51	0x7A79
0x0C52	0x7A7F
0x0C53	0x7A81
0x0C54	0x7A84
0x0C55	0x7A88
0x0C56	0x7A92
0x0C57	0x7A95
0x0C58	0x7A98
0x0C59	0x7A97
0x0C5A	0x7A96
0x0C5B	0x7A9F
0x0C5C	0x7AA0
0x0C5D	0x7AAA
0x0C5E	0x7AA9
0x0C5F	0x7AAF
0x0C60	0x7AAE
0x0C61	0x7ABA
0x0C62	0x7AC4
0x0C63	0x7AC5
0x0C64	0x7AC7
0x0C65	0x7ACA
0x0C66	0x7ACB
0x0C67	0x7AD9
0x0C68	0x7AE5
0x0C69	0x7AE3
0x0C6A	0x7AED
0x0C6B	0x7AEF
0x0C6C	0x7AF6
0x0C6D	0x7AF9
0x0C6E	0x7AFA
0x0C6F	0x7AFF
0x0C70	0x7AFD
0x0C71	0x7B06
0x0C72	0x7B11
0x0C73	0x7B20
0x0C74	0x7B28
0x0C75	0x7B1B
0x0C76	0x7B2C
0x0C77	0x7B26
0x0C78	0x7B19
0x0C79	0x7B1E
0x0C7A	0x7B49
0x0C7B	0x7B56
0x0C7C	0x7B46
0x0C7D	0x7B50
0x0C7E	0x7B52
0x0C7F	0x7B54
0x0C80	0x7B4D
0x0C81	0x7B4B
0x0C82	0x7B4F
0x0C83	0x7B77
0x0C84	0x7BC0
0x0C85	0x7B60
0x0C86	0x7BA1
0x0C87	0x7B95
0x0C88	0x7B8B
0x0C89	0x7B75
0x0C8A	0x7B97
0x0C8B	0x7B9D
0x0C8C	0x7B94
0x0C8D	0x7B8F
0x0C8E	0x7BAD
0x0C8F	0x7BB1
0x0C90	0x7BC4
0x0C91	0x7BB4
0x0C92	0x7BC6
0x0C93	0x7BC7
0x0C94	0x7BC1
0x0C95	0x7BD9
0x0C96	0x7C11
0x0C97	0x7BC9
0x0C98	0x7BE4
0x0C99	0x7BDB
0x0C9A	0x7BE1
0x0C9B	0x7BE9
0x0C9C	0x7C07
0x0C9D	0x7C0D
0x0C9E	0x7BFE
0x0C9F	0x7BF7
0x0CA0	0x7C2B
0x0CA1	0x7C27
0x0CA2	0x7C2A
0x0CA3	0x7C1E
0x0CA4	0x7C23
0x0CA5	0x7C21
0x0CA6	0x7C3E
0x0CA7	0x7C3F
0x0CA8	0x7C38
0x0CA9	0x7C3D
0x0CAA	0x7C37
0x0CAB	0x7C4C
0x0CAC	0x7C43
0x0CAD	0x7C4D
0x0CAE	0x7C50
0x0CAF	0x7C60
0x0CB0	0x7C5F
0x0CB1	0x7C64
0x0CB2	0x7C6C
0x0CB3	0x7C6E
0x0CB4	0x7C72
0x0CB5	0x7C73
0x0CB6	0x7C89
0x0CB7	0x7C92
0x0CB8	0x7C97
0x0CB9	0x7C9F
0x0CBA	0x7CA5
0x0CBB	0x7CB1
0x0CBC	0x7CB3
0x0CBD	0x7CB5
0x0CBE	0x7CB9
0x0CBF	0x7CBD
0x0CC0	0x7CBE
0x0CC1	0x7CCA
0x0CC2	0x7CD5
0x0CC3	0x7CD6
0x0CC4	0x7CE0
0x0CC5	0x7CDC
0x0CC6	0x7CDE
0x0CC7	0x7CE2
0x0CC8	0x7CDF
0x0CC9	0x7CD9
0x0CCA	0x7CE7
0x0CCB	0x7CEF
0x0CCC	0x7CF8
0x0CCD	0x7CFB
0x0CCE	0x7CFE
0x0CCF	0x7D02
0x0CD0	0x7D05
0x0CD1	0x7D00
0x0CD2	0x7D09
0x0CD3	0x7D07
0x0CD4	0x7D04
0x0CD5	0x7D21
0x0CD6	0x7D17
0x0CD7	0x7D0B
0x0CD8	0x7D0A
0x0CD9	0x7D20
0x0CDA	0x7D22
0x0CDB	0x7D14
0x0CDC	0x7D10
0x0CDD	0x7D15
0x0CDE	0x7D1A
0x0CDF	0x7D1C
0x0CE0	0x7D0D
0x0CE1	0x7D19
0x0CE2	0x7D1B
0x0CE3	0x7D46
0x0CE4	0x7D43
0x0CE5	0x7D71
0x0CE6	0x7D2E
0x0CE7	0x7D39
0x0CE8	0x7D3C
0x0CE9	0x7D40
0x0CEA	0x7D30
0x0CEB	0x7D33
0x0CEC	0x7D44
0x0CED	0x7D2F
0x0CEE	0x7D42
0x0CEF	0x7D5E
0x0CF0	0x7D50
0x0CF1	0x7D68
0x0CF2	0x7D55
0x0CF3	0x7D2B
0x0CF4	0x7D6E
0x0CF5	0x7D72
0x0CF6	0x7D61
0x0CF7	0x7D66
0x0CF8	0x7D62
0x0CF9	0x7D93
0x0CFA	0x7D79
0x0CFB	0x7D91
0x0CFC	0x7D81
0x0CFD	0x7D8F
0x0CFE	0x7DBB
0x0CFF	0x7DB0
0x0D00	0x7D9C
0x0D01	0x7DBD
0x0D02	0x7DBE
0x0D03	0x7DA0
0x0D04	0x7DCA
0x0D05	0x7DB4
0x0D06	0x7DB2
0x0D07	0x7DB1
0x0D08	0x7DBA
0x0D09	0x7DA2
0x0D0A	0x7DBF
0x0D0B	0x7DB5
0x0D0C	0x7DB8
0x0D0D	0x7DAD
0x0D0E	0x7DD2
0x0D0F	0x7DC7
0x0D10	0x7DE0
0x0D11	0x7DF4
0x0D12	0x7DEF
0x0D13	0x7DFB
0x0D14	0x7DD8
0x0D15	0x7DEC
0x0D16	0x7DDD
0x0D17	0x7DE8
0x0D18	0x7DE3
0x0D19	0x7DDA
0x0D1A	0x7DDE
0x0D1B	0x7DE9
0x0D1C	0x7D9E
0x0D1D	0x7E0A
0x0D1E	0x7E11
0x0D1F	0x7E08
0x0D20	0x7E1B
0x0D21	0x7E23
0x0D22	0x7E2E
0x0D23	0x7E3E
0x0D24	0x7E46
0x0D25	0x7E37
0x0D26	0x7E32
0x0D27	0x7E43
0x0D28	0x7E2B
0x0D29	0x7E3D
0x0D2A	0x7E31
0x0D2B	0x7E45
0x0D2C	0x7E41
0x0D2D	0x7E54
0x0D2E	0x7E55
0x0D2F	0x7E5E
0x0D30	0x7E5A
0x0D31	0x7E61
0x0D32	0x7E6B
0x0D33	0x7E6D
0x0D34	0x7E79
0x0D35	0x7E69
0x0D36	0x7E6A
0x0D37	0x8FAE
0x0D38	0x7E7D
0x0D39	0x7E7C
0x0D3A	0x7E82
0x0D3B	0x7E8F
0x0D3C	0x7E8C
0x0D3D	0x7E93
0x0D3E	0x7E96
0x0D3F	0x7E9C
0x0D40	0x7F36
0x0D41	0x7F38
0x0D42	0x7F3A
0x0D43	0x7F3D
0x0D44	0x7F44
0x0D45	0x7F48
0x0D46	0x7F50
0x0D47	0x7F55
0x0D48	0x7F54
0x0D49	0x7F5F
0x0D4A	0x7F6E
0x0D4B	0x7F69
0x0D4C	0x7F6A
0x0D4D	0x7F72
0x0D4E	0x7F70
0x0D4F	0x7F75
0x0D50	0x7F77
0x0D51	0x7F79
0x0D52	0x7F85
0x0D53	0x7F88
0x0D54	0x7F8A
0x0D55	0x7F8C
0x0D56	0x7F8B
0x0D57	0x7F8E
0x0D58	0x7F94
0x0D59	0x7F9E
0x0D5A	0x7F9A
0x0D5B	0x5584
0x0D5C	0x7FA9
0x0D5D	0x7FA8
0x0D5E	0x7FA4
0x0D5F	0x7FAF
0x0D60	0x7FB2
0x0D61	0x7FB6
0x0D62	0x7FB9
0x0D63	0x7FB8
0x0D64	0x7FBD
0x0D65	0x7FBF
0x0D66	0x7FC5
0x0D67	0x7FC1
0x0D68	0x7FCC
0x0D69	0x7FCE
0x0D6A	0x7FD2
0x0D6B	0x7FD4
0x0D6C	0x7FD5
0x0D6D	0x7FE0
0x0D6E	0x7FE1
0x0D6F	0x7FDF
0x0D70	0x7FE9
0x0D71	0x7FF0
0x0D72	0x7FF1
0x0D73	0x7FF3
0x0D74	0x7FFC
0x0D75	0x7FF9
0x0D76	0x7FFB
0x0D77	0x8000
0x0D78	0x8001
0x0D79	0x8003
0x0D7A	0x8005
0x0D7B	0x8006
0x0D7C	0x800C
0x0D7D	0x8010
0x0D7E	0x800D
0x0D7F	0x8012
0x0D80	0x8018
0x0D81	0x8015
0x0D82	0x8019
0x0D83	0x8017
0x0D84	0x801C
0x0D85	0x8033
0x0D86	0x8036
0x0D87	0x803D
0x0D88	0x803F
0x0D89	0x804A
0x0D8A	0x8046
0x0D8B	0x8056
0x0D8C	0x8058
0x0D8D	0x805E
0x0D8E	0x805A
0x0D8F	0x8071
0x0D90	0x8072
0x0D91	0x8070
0x0D92	0x806F
0x0D93	0x8073
0x0D94	0x8077
0x0D95	0x8076
0x0D96	0x807E
0x0D97	0x807D
0x0D98	0x807F
0x0D99	0x8086
0x0D9A	0x8084
0x0D9B	0x8085
0x0D9C	0x8087
0x0D9D	0x8089
0x0D9E	0x808B
0x0D9F	0x808C
0x0DA0	0x8096
0x0DA1	0x8093
0x0DA2	0x809D
0x0DA3	0x8098
0x0DA4	0x809B
0x0DA5	0x809A
0x0DA6	0x80B2
0x0DA7	0x80BA
0x0DA8	0x80A5
0x0DA9	0x80A2
0x0DAA	0x80B1
0x0DAB	0x80A1
0x0DAC	0x80AB
0x0DAD	0x80A9
0x0DAE	0x80B4
0x0DAF	0x80AA
0x0DB0	0x80AF
0x0DB1	0x80D6
0x0DB2	0x80E5
0x0DB3	0x80DA
0x0DB4	0x80C3
0x0DB5	0x80C4
0x0DB6	0x80CC
0x0DB7	0x80E1
0x0DB8	0x80DB
0x0DB9	0x80CE
0x0DBA	0x80DE
0x0DBB	0x80E4
0x0DBC	0x80F1
0x0DBD	0x8102
0x0DBE	0x80F0
0x0DBF	0x8105
0x0DC0	0x80ED
0x0DC1	0x80F4
0x0DC2	0x8106
0x0DC3	0x80F8
0x0DC4	0x80F3
0x0DC5	0x8108
0x0DC6	0x80FD
0x0DC7	0x810A
0x0DC8	0x812F
0x0DC9	0x8116
0x0DCA	0x8123
0x0DCB	0x812B
0x0DCC	0x8129
0x0DCD	0x8155
0x0DCE	0x8154
0x0DCF	0x814B
0x0DD0	0x8151
0x0DD1	0x814E
0x0DD2	0x8139
0x0DD3	0x8146
0x0DD4	0x813E
0x0DD5	0x8150
0x0DD6	0x8171
0x0DD7	0x8170
0x0DD8	0x8178
0x0DD9	0x8165
0x0DDA	0x816E
0x0DDB	0x8173
0x0DDC	0x816B
0x0DDD	0x8179
0x0DDE	0x817A
0x0DDF	0x8166
0x0DE0	0x8180
0x0DE1	0x818F
0x0DE2	0x8188
0x0DE3	0x818A
0x0DE4	0x817F
0x0DE5	0x819B
0x0DE6	0x819C
0x0DE7	0x819D
0x0DE8	0x81A0
0x0DE9	0x819A
0x0DEA	0x81B3
0x0DEB	0x81A9
0x0DEC	0x81A8
0x0DED	0x81C6
0x0DEE	0x81C3
0x0DEF	0x81BA
0x0DF0	0x81C2
0x0DF1	0x81C0
0x0DF2	0x81BF
0x0DF3	0x81BD
0x0DF4	0x81C9
0x0DF5	0x81BE
0x0DF6	0x81CD
0x0DF7	0x81CF
0x0DF8	0x81D8
0x0DF9	0x81DA
0x0DFA	0x81DF
0x0DFB	0x81E3
0x0DFC	0x81E5
0x0DFD	0x81E7
0x0DFE	0x81E8
0x0DFF	0x81EA
0x0E00	0x81ED
0x0E01	0x81EC
0x0E02	0x81F3
0x0E03	0x81F4
0x0E04	0x81FA
0x0E05	0x81FB
0x0E06	0x81FC
0x0E07	0x81FE
0x0E08	0x8200
0x0E09	0x8202
0x0E0A	0x8205
0x0E0B	0x8207
0x0E0C	0x8208
0x0E0D	0x8209
0x0E0E	0x820A
0x0E0F	0x820C
0x0E10	0x820D
0x0E11	0x8210
0x0E12	0x8212
0x0E13	0x8214
0x0E14	0x821B
0x0E15	0x821C
0x0E16	0x821E
0x0E17	0x821F
0x0E18	0x8222
0x0E19	0x822A
0x0E1A	0x822B
0x0E1B	0x8228
0x0E1C	0x822C
0x0E1D	0x8235
0x0E1E	0x8237
0x0E1F	0x8236
0x0E20	0x8239
0x0E21	0x8247
0x0E22	0x8258
0x0E23	0x8259
0x0E24	0x8266
0x0E25	0x826E
0x0E26	0x826F
0x0E27	0x8271
0x0E28	0x8272
0x0E29	0x827E
0x0E2A	0x8292
0x0E2B	0x828B
0x0E2C	0x828D
0x0E2D	0x82B3
0x0E2E	0x829D
0x0E2F	0x8299
0x0E30	0x82AD
0x0E31	0x82BD
0x0E32	0x829F
